-0.29240167	0.35148522	0.26253968	-0.31014326	-0.3172232	-0.33162144	0.2670795	-0.28944176	-0.30956924	-0.33022627	0.2995977	-0.32848218	-0.33869103	0.31254253	-0.29017884	-0.32408804
-0.55307335	0.5950641	0.47958383	-0.4909458	-0.5593256	-0.50318456	0.49672925	-0.47338492	-0.47785726	-0.49991572	0.50537515	-0.53338504	-0.54578507	0.55878556	-0.5069891	-0.5597444
-0.07814518	0.02335993	0.061399624	0.004367938	-0.07178231	-0.012307677	-0.014212977	-0.071097165	-0.072599806	0.011601797	0.01202466	-0.041711275	-0.0074542505	0.063611634	-0.06128402	-0.049970567
0.3419938	-0.4285885	-0.2761536	0.36627156	0.36943588	0.30988172	-0.37139392	0.29630288	0.3437477	0.3823347	-0.34134263	0.36675763	0.35341927	-0.41431105	0.28471467	0.41714954
0.24840593	-0.33988592	-0.2297305	0.22921637	0.30581272	0.3203964	-0.25919047	0.2366158	0.2802066	0.3061267	-0.25321865	0.30583632	0.28364563	-0.28010082	0.23515296	0.32366168
-1.800728	1.9084171	1.5838057	-1.7282555	-1.8406786	-1.8240583	1.7011794	-1.6547574	-1.6382189	-1.736375	1.7878813	-1.7735664	-1.7840923	1.784677	-1.6674802	-1.9100796
-0.6918314	0.6981048	0.65214044	-0.6942551	-0.7020653	-0.6781682	0.62480825	-0.6144124	-0.60306937	-0.6753379	0.6370357	-0.6383775	-0.67413956	0.67803407	-0.62179744	-0.73891073
-0.28828558	0.34115738	0.28231758	-0.28225678	-0.27093586	-0.28999487	0.23885727	-0.25174943	-0.284524	-0.28058976	0.27716097	-0.3421377	-0.24110246	0.27814683	-0.2587041	-0.346335
-0.21231166	0.20569953	0.22259226	-0.18512861	-0.26027748	-0.16316353	0.18662894	-0.22147954	-0.15477842	-0.17454048	0.16307639	-0.19741541	-0.24129836	0.16894172	-0.1914552	-0.21542305
0.77075315	-0.8816622	-0.66756374	0.825199	0.83039176	0.76927394	-0.7715178	0.71675	0.7242896	0.797664	-0.80387753	0.768128	0.7975097	-0.79087806	0.7543454	0.8179694
0.02796924	-0.047665823	-0.024759345	0.038162682	-0.019924995	-0.0445613	-0.0016647145	-0.022922533	-0.03410012	-0.024638414	0.03642555	-0.044957418	0.046019383	0.021265727	-0.025771258	0.04805741
0.18320838	-0.24576426	-0.14008528	0.18775204	0.20158577	0.22811502	-0.21630758	0.19936173	0.16375816	0.23367819	-0.17019442	0.2618562	0.23788112	-0.23788404	0.18828069	0.25300002
